State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Arrivals_Qtl
Maharashtra,Nashik,Malegaon,Grapes,Thompson Seedless,FAQ,2026-08-17,4489,5714,5102,183
Maharashtra,Nashik,Malegaon,Grapes,Thompson Seedless,FAQ,2026-08-16,4441,5652,5047,235
Maharashtra,Nashik,Malegaon,Grapes,Thompson Seedless,FAQ,2026-08-15,4486,5709,5098,631
Maharashtra,Nashik,Malegaon,Grapes,Thompson Seedless,FAQ,2026-08-14,4450,5663,5057,558
Maharashtra,Nashik,Malegaon,Grapes,Thompson Seedless,FAQ,2026-08-13,4497,5724,5111,126
Maharashtra,Nashik,Malegaon,Grapes,Thompson Seedless,FAQ,2026-08-12,4521,5754,5138,607
Maharashtra,Nashik,Malegaon,Grapes,Thompson Seedless,FAQ,2026-08-11,4482,5705,5094,187
Maharashtra,Nashik,Malegaon,Grapes,Thompson Seedless,FAQ,2026-08-10,4495,5722,5109,139
Maharashtra,Nashik,Malegaon,Grapes,Thompson Seedless,FAQ,2026-08-09,4517,5748,5133,795
Maharashtra,Nashik,Malegaon,Grapes,Thompson Seedless,FAQ,2026-08-08,4468,5687,5078,656
Maharashtra,Nashik,Malegaon,Grapes,Thompson Seedless,FAQ,2026-08-07,4489,5714,5102,561
Maharashtra,Nashik,Malegaon,Grapes,Thompson Seedless,FAQ,2026-08-06,4433,5642,5038,456
Maharashtra,Nashik,Malegaon,Grapes,Thompson Seedless,FAQ,2026-08-05,4481,5704,5093,300
Maharashtra,Nashik,Malegaon,Grapes,Thompson Seedless,FAQ,2026-08-04,4426,5633,5030,788
Maharashtra,Nashik,Malegaon,Grapes,Thompson Seedless,FAQ,2026-08-03,4446,5659,5053,101
Maharashtra,Nashik,Malegaon,Grapes,Thompson Seedless,FAQ,2026-08-02,4449,5662,5056,536
Maharashtra,Nashik,Malegaon,Grapes,Thompson Seedless,FAQ,2026-08-01,4382,5577,4980,758
Maharashtra,Nashik,Malegaon,Grapes,Thompson Seedless,FAQ,2026-07-31,4425,5632,5029,331
Maharashtra,Nashik,Malegaon,Grapes,Thompson Seedless,FAQ,2026-07-30,4368,5559,4964,204
Maharashtra,Nashik,Malegaon,Grapes,Thompson Seedless,FAQ,2026-07-29,4368,5559,4964,718
Maharashtra,Nashik,Malegaon,Grapes,Thompson Seedless,FAQ,2026-07-28,4314,5491,4903,675
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-08-26,5598,7125,6362,632
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-08-25,5683,7232,6458,299
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-08-24,5681,7230,6456,482
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-08-23,5692,7245,6469,229
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-08-22,5744,7311,6528,386
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-08-21,5749,7316,6533,290
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-08-20,5754,7323,6539,543
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-08-19,5742,7308,6525,251
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-08-18,5739,7304,6522,145
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-08-17,5748,7315,6532,232
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-08-16,5763,7334,6549,707
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-08-15,5787,7366,6577,304
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-08-14,5834,7425,6630,372
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-08-13,5805,7388,6597,483
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-08-12,5803,7386,6595,422
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-08-11,5792,7371,6582,740
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-08-10,5836,7427,6632,316
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-08-09,5785,7362,6574,271
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-08-08,5800,7383,6592,742
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-08-07,5793,7374,6584,559
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-08-06,5771,7344,6558,583
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-08-05,5745,7312,6529,183
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-08-04,5772,7347,6560,718
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-08-03,5771,7344,6558,786
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-08-02,5722,7283,6503,394
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-08-01,5763,7334,6549,694
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-07-31,5716,7275,6496,343
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-07-30,5697,7250,6474,205
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-07-29,5692,7245,6469,755
Maharashtra,Nashik,Malegaon,Pomegranate,Bhagwa,FAQ,2026-07-28,5657,7200,6429,383
Maharashtra,Nashik,Satana,Tomato,Local,FAQ,2026-08-26,1847,2350,2099,580
Maharashtra,Nashik,Satana,Tomato,Local,FAQ,2026-08-25,1904,2423,2164,111
Maharashtra,Nashik,Satana,Tomato,Hybrid,FAQ,2026-08-24,1906,2427,2167,257
Maharashtra,Nashik,Satana,Tomato,Vaishali,FAQ,2026-08-23,1928,2455,2192,554
Maharashtra,Nashik,Satana,Tomato,Vaishali,FAQ,2026-08-22,1952,2485,2219,301
Maharashtra,Nashik,Satana,Tomato,Local,FAQ,2026-08-21,1943,2472,2208,339
Maharashtra,Nashik,Satana,Tomato,Hybrid,FAQ,2026-08-20,1979,2518,2249,583
Maharashtra,Nashik,Satana,Tomato,Local,FAQ,2026-08-19,2006,2553,2280,157
Maharashtra,Nashik,Satana,Tomato,Local,FAQ,2026-08-18,2010,2559,2285,500
Maharashtra,Nashik,Satana,Tomato,Hybrid,FAQ,2026-08-17,2008,2555,2282,289
Maharashtra,Nashik,Satana,Tomato,Vaishali,FAQ,2026-08-16,2020,2571,2296,441
Maharashtra,Nashik,Satana,Tomato,Hybrid,FAQ,2026-08-15,1990,2533,2262,602
Maharashtra,Nashik,Satana,Tomato,Hybrid,FAQ,2026-08-14,2016,2565,2291,472
Maharashtra,Nashik,Satana,Tomato,Hybrid,FAQ,2026-08-13,2000,2545,2273,267
Maharashtra,Nashik,Satana,Tomato,Hybrid,FAQ,2026-08-12,2000,2545,2273,641
Maharashtra,Nashik,Satana,Tomato,Vaishali,FAQ,2026-08-11,2008,2555,2282,565
Maharashtra,Nashik,Satana,Tomato,Hybrid,FAQ,2026-08-10,2027,2580,2304,361
Maharashtra,Nashik,Satana,Tomato,Vaishali,FAQ,2026-08-09,2042,2599,2321,102
Maharashtra,Nashik,Satana,Tomato,Hybrid,FAQ,2026-08-08,2006,2553,2280,154
Maharashtra,Nashik,Satana,Tomato,Hybrid,FAQ,2026-08-07,2023,2574,2299,118
Maharashtra,Nashik,Satana,Tomato,Vaishali,FAQ,2026-08-06,2022,2573,2298,655
Maharashtra,Nashik,Satana,Tomato,Hybrid,FAQ,2026-08-05,2028,2581,2305,299
Maharashtra,Nashik,Satana,Tomato,Local,FAQ,2026-08-04,1955,2488,2222,671
Maharashtra,Nashik,Satana,Tomato,Hybrid,FAQ,2026-08-03,2005,2552,2279,369
Maharashtra,Nashik,Satana,Tomato,Vaishali,FAQ,2026-08-02,1944,2475,2210,708
Maharashtra,Nashik,Satana,Tomato,Local,FAQ,2026-08-01,1965,2502,2234,248
Maharashtra,Nashik,Satana,Tomato,Hybrid,FAQ,2026-07-31,1915,2438,2177,359
Maharashtra,Nashik,Satana,Tomato,Local,FAQ,2026-07-30,1931,2458,2195,329
Maharashtra,Nashik,Satana,Tomato,Local,FAQ,2026-07-29,1888,2403,2146,624
Maharashtra,Nashik,Satana,Tomato,Vaishali,FAQ,2026-07-28,1861,2368,2115,692
Maharashtra,Nashik,Satana,Onion,White,FAQ,2026-08-26,1546,1967,1757,237
Maharashtra,Nashik,Satana,Onion,Red,FAQ,2026-08-25,1568,1995,1782,519
Maharashtra,Nashik,Satana,Onion,White,FAQ,2026-08-24,1576,2005,1791,619
Maharashtra,Nashik,Satana,Onion,Red,FAQ,2026-08-23,1606,2044,1825,291
Maharashtra,Nashik,Satana,Onion,White,FAQ,2026-08-22,1628,2073,1851,219
Maharashtra,Nashik,Satana,Onion,Red,FAQ,2026-08-21,1653,2104,1879,167
Maharashtra,Nashik,Satana,Onion,White,FAQ,2026-08-20,1650,2100,1875,110
Maharashtra,Nashik,Satana,Onion,Garwa,FAQ,2026-08-19,1663,2116,1890,460
Maharashtra,Nashik,Satana,Onion,White,FAQ,2026-08-18,1658,2111,1885,155
Maharashtra,Nashik,Satana,Onion,White,FAQ,2026-08-17,1679,2138,1909,653
Maharashtra,Nashik,Satana,Onion,White,FAQ,2026-08-16,1661,2114,1888,477
Maharashtra,Nashik,Satana,Onion,White,FAQ,2026-08-15,1692,2153,1923,494
Maharashtra,Nashik,Satana,Onion,Red,FAQ,2026-08-14,1710,2177,1944,410
Maharashtra,Nashik,Satana,Onion,Garwa,FAQ,2026-08-13,1704,2169,1937,458
Maharashtra,Nashik,Satana,Onion,Red,FAQ,2026-08-12,1725,2196,1961,339
Maharashtra,Nashik,Satana,Onion,Red,FAQ,2026-08-11,1693,2154,1924,217
Maharashtra,Nashik,Satana,Onion,White,FAQ,2026-08-10,1741,2216,1979,724
Maharashtra,Nashik,Satana,Onion,Garwa,FAQ,2026-08-09,1706,2171,1939,693
Maharashtra,Nashik,Satana,Onion,White,FAQ,2026-08-08,1709,2176,1943,788
Maharashtra,Nashik,Satana,Onion,Garwa,FAQ,2026-08-07,1696,2159,1928,765
Maharashtra,Nashik,Satana,Onion,Garwa,FAQ,2026-08-06,1672,2128,1900,541
Maharashtra,Nashik,Satana,Onion,Garwa,FAQ,2026-08-05,1657,2110,1884,615
Maharashtra,Nashik,Satana,Onion,White,FAQ,2026-08-04,1701,2164,1933,335
Maharashtra,Nashik,Satana,Onion,Garwa,FAQ,2026-08-03,1671,2126,1899,270
Maharashtra,Nashik,Satana,Onion,Garwa,FAQ,2026-08-02,1632,2077,1855,734
Maharashtra,Nashik,Satana,Onion,Garwa,FAQ,2026-08-01,1656,2107,1882,645
Maharashtra,Nashik,Satana,Onion,White,FAQ,2026-07-31,1589,2022,1806,197
Maharashtra,Nashik,Satana,Onion,Garwa,FAQ,2026-07-30,1591,2026,1809,438
Maharashtra,Nashik,Satana,Onion,White,FAQ,2026-07-29,1588,2021,1805,555
Maharashtra,Nashik,Satana,Onion,White,FAQ,2026-07-28,1535,1954,1745,738
Maharashtra,Nashik,Satana,Wheat,FAQ,FAQ,2026-08-26,2054,2615,2335,212
Maharashtra,Nashik,Satana,Wheat,Lok-1,FAQ,2026-08-25,2123,2702,2413,152
Maharashtra,Nashik,Satana,Wheat,Sharbati,FAQ,2026-08-24,2097,2668,2383,447
Maharashtra,Nashik,Satana,Wheat,Sharbati,FAQ,2026-08-23,2103,2676,2390,755
Maharashtra,Nashik,Satana,Wheat,FAQ,FAQ,2026-08-22,2119,2696,2408,146
Maharashtra,Nashik,Satana,Wheat,FAQ,FAQ,2026-08-21,2156,2744,2450,683
Maharashtra,Nashik,Satana,Wheat,Lok-1,FAQ,2026-08-20,2175,2768,2472,628
Maharashtra,Nashik,Satana,Wheat,Sharbati,FAQ,2026-08-19,2188,2785,2487,366
Maharashtra,Nashik,Satana,Wheat,Sharbati,FAQ,2026-08-18,2197,2796,2497,564
Maharashtra,Nashik,Satana,Wheat,Lok-1,FAQ,2026-08-17,2187,2784,2486,627
Maharashtra,Nashik,Satana,Wheat,FAQ,FAQ,2026-08-16,2251,2864,2558,451
Maharashtra,Nashik,Satana,Wheat,Sharbati,FAQ,2026-08-15,2222,2829,2526,639
Maharashtra,Nashik,Satana,Wheat,Sharbati,FAQ,2026-08-14,2237,2848,2543,660
Maharashtra,Nashik,Satana,Wheat,Lok-1,FAQ,2026-08-13,2258,2873,2566,352
Maharashtra,Nashik,Satana,Wheat,Sharbati,FAQ,2026-08-12,2210,2813,2512,691
Maharashtra,Nashik,Satana,Wheat,Sharbati,FAQ,2026-08-11,2255,2870,2563,298
Maharashtra,Nashik,Satana,Wheat,Lok-1,FAQ,2026-08-10,2235,2844,2540,728
Maharashtra,Nashik,Satana,Wheat,Lok-1,FAQ,2026-08-09,2252,2867,2560,422
Maharashtra,Nashik,Satana,Wheat,Sharbati,FAQ,2026-08-08,2264,2881,2573,330
Maharashtra,Nashik,Satana,Wheat,Sharbati,FAQ,2026-08-07,2251,2864,2558,678
Maharashtra,Nashik,Satana,Wheat,Lok-1,FAQ,2026-08-06,2232,2841,2537,596
Maharashtra,Nashik,Satana,Wheat,Sharbati,FAQ,2026-08-05,2199,2798,2499,791
Maharashtra,Nashik,Satana,Wheat,Lok-1,FAQ,2026-08-04,2228,2835,2532,187
Maharashtra,Nashik,Satana,Wheat,Sharbati,FAQ,2026-08-03,2209,2812,2511,106
Maharashtra,Nashik,Satana,Wheat,FAQ,FAQ,2026-08-02,2215,2820,2518,691
Maharashtra,Nashik,Satana,Wheat,Sharbati,FAQ,2026-08-01,2180,2775,2478,587
Maharashtra,Nashik,Satana,Wheat,FAQ,FAQ,2026-07-31,2171,2764,2468,294
Maharashtra,Nashik,Satana,Wheat,Sharbati,FAQ,2026-07-30,2164,2755,2460,513
Maharashtra,Nashik,Satana,Wheat,Lok-1,FAQ,2026-07-29,2120,2699,2410,706
Maharashtra,Nashik,Satana,Wheat,Lok-1,FAQ,2026-07-28,2075,2640,2358,525
Maharashtra,Nashik,Satana,Rice,Paddy(Dpr),FAQ,2026-08-26,2233,2842,2538,336
Maharashtra,Nashik,Satana,Rice,Paddy(Dpr),FAQ,2026-08-25,2217,2822,2520,570
Maharashtra,Nashik,Satana,Rice,Basmati,FAQ,2026-08-24,2263,2880,2572,185
Maharashtra,Nashik,Satana,Rice,Paddy(Dpr),FAQ,2026-08-23,2258,2875,2567,309
Maharashtra,Nashik,Satana,Rice,Paddy(Dpr),FAQ,2026-08-22,2310,2940,2625,556
Maharashtra,Nashik,Satana,Rice,Swarna,FAQ,2026-08-21,2271,2890,2581,390
Maharashtra,Nashik,Satana,Rice,Swarna,FAQ,2026-08-20,2326,2961,2644,473
Maharashtra,Nashik,Satana,Rice,Basmati,FAQ,2026-08-19,2304,2933,2619,254
Maharashtra,Nashik,Satana,Rice,Paddy(Dpr),FAQ,2026-08-18,2345,2984,2665,781
Maharashtra,Nashik,Satana,Rice,Swarna,FAQ,2026-08-17,2359,3002,2681,153
Maharashtra,Nashik,Satana,Rice,Basmati,FAQ,2026-08-16,2372,3019,2696,459
Maharashtra,Nashik,Satana,Rice,Basmati,FAQ,2026-08-15,2345,2984,2665,702
Maharashtra,Nashik,Satana,Rice,Paddy(Dpr),FAQ,2026-08-14,2399,3054,2727,584
Maharashtra,Nashik,Satana,Rice,Basmati,FAQ,2026-08-13,2360,3003,2682,654
Maharashtra,Nashik,Satana,Rice,Paddy(Dpr),FAQ,2026-08-12,2397,3050,2724,670
Maharashtra,Nashik,Satana,Rice,Swarna,FAQ,2026-08-11,2354,2997,2676,191
Maharashtra,Nashik,Satana,Rice,Paddy(Dpr),FAQ,2026-08-10,2346,2985,2666,100
Maharashtra,Nashik,Satana,Rice,Basmati,FAQ,2026-08-09,2381,3030,2706,457
Maharashtra,Nashik,Satana,Rice,Basmati,FAQ,2026-08-08,2389,3040,2715,276
Maharashtra,Nashik,Satana,Rice,Swarna,FAQ,2026-08-07,2363,3008,2686,247
Maharashtra,Nashik,Satana,Rice,Basmati,FAQ,2026-08-06,2351,2992,2672,549
Maharashtra,Nashik,Satana,Rice,Basmati,FAQ,2026-08-05,2370,3017,2694,501
Maharashtra,Nashik,Satana,Rice,Basmati,FAQ,2026-08-04,2340,2979,2660,655
Maharashtra,Nashik,Satana,Rice,Swarna,FAQ,2026-08-03,2294,2919,2607,343
Maharashtra,Nashik,Satana,Rice,Swarna,FAQ,2026-08-02,2315,2946,2631,612
Maharashtra,Nashik,Satana,Rice,Basmati,FAQ,2026-08-01,2316,2947,2632,623
Maharashtra,Nashik,Satana,Rice,Swarna,FAQ,2026-07-31,2282,2905,2594,403
Maharashtra,Nashik,Satana,Rice,Basmati,FAQ,2026-07-30,2243,2854,2549,574
Maharashtra,Nashik,Satana,Rice,Swarna,FAQ,2026-07-29,2214,2817,2516,714
Maharashtra,Nashik,Satana,Rice,Swarna,FAQ,2026-07-28,2246,2859,2553,412
Maharashtra,Nashik,Satana,Potato,Kufri,FAQ,2026-08-26,1257,1600,1429,605
Maharashtra,Nashik,Satana,Potato,Kufri,FAQ,2026-08-25,1258,1601,1430,714
Maharashtra,Nashik,Satana,Potato,Kufri,FAQ,2026-08-24,1308,1665,1487,406
Maharashtra,Nashik,Satana,Potato,Jyoti,FAQ,2026-08-23,1280,1629,1455,621
Maharashtra,Nashik,Satana,Potato,Kufri,FAQ,2026-08-22,1297,1650,1474,799
Maharashtra,Nashik,Satana,Potato,Jyoti,FAQ,2026-08-21,1319,1678,1499,761
Maharashtra,Nashik,Satana,Potato,Jyoti,FAQ,2026-08-20,1359,1730,1545,494
Maharashtra,Nashik,Satana,Potato,Kufri,FAQ,2026-08-19,1340,1705,1523,336
Maharashtra,Nashik,Satana,Potato,Kufri,FAQ,2026-08-18,1364,1736,1550,371
Maharashtra,Nashik,Satana,Potato,Kufri,FAQ,2026-08-17,1346,1713,1530,748
Maharashtra,Nashik,Satana,Potato,Kufri,FAQ,2026-08-16,1356,1727,1542,145
Maharashtra,Nashik,Satana,Potato,Jyoti,FAQ,2026-08-15,1366,1739,1553,191
Maharashtra,Nashik,Satana,Potato,Jyoti,FAQ,2026-08-14,1411,1796,1604,195
Maharashtra,Nashik,Satana,Potato,Kufri,FAQ,2026-08-13,1400,1783,1592,593
Maharashtra,Nashik,Satana,Potato,Jyoti,FAQ,2026-08-12,1387,1766,1577,219
Maharashtra,Nashik,Satana,Potato,Jyoti,FAQ,2026-08-11,1438,1831,1635,254
Maharashtra,Nashik,Satana,Potato,Jyoti,FAQ,2026-08-10,1433,1824,1629,694
Maharashtra,Nashik,Satana,Potato,Jyoti,FAQ,2026-08-09,1416,1803,1610,700
Maharashtra,Nashik,Satana,Potato,Kufri,FAQ,2026-08-08,1406,1789,1598,234
Maharashtra,Nashik,Satana,Potato,Kufri,FAQ,2026-08-07,1406,1789,1598,491
Maharashtra,Nashik,Satana,Potato,Jyoti,FAQ,2026-08-06,1422,1809,1616,460
Maharashtra,Nashik,Satana,Potato,Kufri,FAQ,2026-08-05,1403,1786,1595,716
Maharashtra,Nashik,Satana,Potato,Kufri,FAQ,2026-08-04,1371,1746,1559,357
Maharashtra,Nashik,Satana,Potato,Jyoti,FAQ,2026-08-03,1342,1708,1525,597
Maharashtra,Nashik,Satana,Potato,Jyoti,FAQ,2026-08-02,1341,1706,1524,711
Maharashtra,Nashik,Satana,Potato,Jyoti,FAQ,2026-08-01,1327,1688,1508,549
Maharashtra,Nashik,Satana,Potato,Jyoti,FAQ,2026-07-31,1290,1641,1466,475
Maharashtra,Nashik,Satana,Potato,Jyoti,FAQ,2026-07-30,1307,1664,1486,515
Maharashtra,Nashik,Satana,Potato,Jyoti,FAQ,2026-07-29,1275,1622,1449,298
Maharashtra,Nashik,Satana,Potato,Jyoti,FAQ,2026-07-28,1273,1620,1447,408
Maharashtra,Nashik,Satana,Soyabean,Yellow,FAQ,2026-08-26,3756,4781,4269,652
Maharashtra,Nashik,Satana,Soyabean,JS-335,FAQ,2026-08-25,3836,4883,4360,556
Maharashtra,Nashik,Satana,Soyabean,JS-335,FAQ,2026-08-24,3820,4863,4342,387
Maharashtra,Nashik,Satana,Soyabean,Yellow,FAQ,2026-08-23,3858,4911,4385,236
Maharashtra,Nashik,Satana,Soyabean,Yellow,FAQ,2026-08-22,3869,4924,4397,711
Maharashtra,Nashik,Satana,Soyabean,Yellow,FAQ,2026-08-21,3901,4966,4434,257
Maharashtra,Nashik,Satana,Soyabean,Yellow,FAQ,2026-08-20,3906,4971,4439,512
Maharashtra,Nashik,Satana,Soyabean,Yellow,FAQ,2026-08-19,3933,5006,4470,631
Maharashtra,Nashik,Satana,Soyabean,Yellow,FAQ,2026-08-18,3907,4972,4440,139
Maharashtra,Nashik,Satana,Soyabean,Yellow,FAQ,2026-08-17,3920,4989,4455,730
Maharashtra,Nashik,Satana,Soyabean,JS-335,FAQ,2026-08-16,3917,4986,4452,434
Maharashtra,Nashik,Satana,Soyabean,JS-335,FAQ,2026-08-15,3956,5035,4496,427
Maharashtra,Nashik,Satana,Soyabean,JS-335,FAQ,2026-08-14,3933,5006,4470,139
Maharashtra,Nashik,Satana,Soyabean,Yellow,FAQ,2026-08-13,3979,5064,4522,598
Maharashtra,Nashik,Satana,Soyabean,Yellow,FAQ,2026-08-12,3993,5082,4538,202
Maharashtra,Nashik,Satana,Soyabean,Yellow,FAQ,2026-08-11,3956,5035,4496,361
Maharashtra,Nashik,Satana,Soyabean,JS-335,FAQ,2026-08-10,3951,5028,4490,781
Maharashtra,Nashik,Satana,Soyabean,Yellow,FAQ,2026-08-09,3978,5063,4521,795
Maharashtra,Nashik,Satana,Soyabean,JS-335,FAQ,2026-08-08,3917,4986,4452,185
Maharashtra,Nashik,Satana,Soyabean,Yellow,FAQ,2026-08-07,3974,5057,4516,565
Maharashtra,Nashik,Satana,Soyabean,JS-335,FAQ,2026-08-06,3920,4989,4455,175
Maharashtra,Nashik,Satana,Soyabean,JS-335,FAQ,2026-08-05,3902,4967,4435,129
Maharashtra,Nashik,Satana,Soyabean,Yellow,FAQ,2026-08-04,3928,4999,4464,111
Maharashtra,Nashik,Satana,Soyabean,JS-335,FAQ,2026-08-03,3909,4976,4443,241
Maharashtra,Nashik,Satana,Soyabean,Yellow,FAQ,2026-08-02,3930,5003,4467,784
Maharashtra,Nashik,Satana,Soyabean,Yellow,FAQ,2026-08-01,3855,4906,4381,622
Maharashtra,Nashik,Satana,Soyabean,JS-335,FAQ,2026-07-31,3846,4895,4371,770
Maharashtra,Nashik,Satana,Soyabean,JS-335,FAQ,2026-07-30,3847,4896,4372,709
Maharashtra,Nashik,Satana,Soyabean,JS-335,FAQ,2026-07-29,3843,4892,4368,620
Maharashtra,Nashik,Satana,Soyabean,Yellow,FAQ,2026-07-28,3821,4864,4343,581
Maharashtra,Nashik,Satana,Maize,Yellow,FAQ,2026-08-26,1660,2113,1887,407
Maharashtra,Nashik,Satana,Maize,Yellow,FAQ,2026-08-25,1654,2105,1880,327
Maharashtra,Nashik,Satana,Maize,Hybrid,FAQ,2026-08-24,1637,2084,1861,314
Maharashtra,Nashik,Satana,Maize,Hybrid,FAQ,2026-08-23,1674,2131,1903,771
Maharashtra,Nashik,Satana,Maize,Hybrid,FAQ,2026-08-22,1706,2171,1939,670
Maharashtra,Nashik,Satana,Maize,Hybrid,FAQ,2026-08-21,1745,2220,1983,371
Maharashtra,Nashik,Satana,Maize,Hybrid,FAQ,2026-08-20,1736,2209,1973,274
Maharashtra,Nashik,Satana,Maize,Yellow,FAQ,2026-08-19,1787,2274,2031,273
Maharashtra,Nashik,Satana,Maize,Hybrid,FAQ,2026-08-18,1753,2232,1993,417
Maharashtra,Nashik,Satana,Maize,Yellow,FAQ,2026-08-17,1779,2264,2022,129
Maharashtra,Nashik,Satana,Maize,Yellow,FAQ,2026-08-16,1811,2304,2058,204
Maharashtra,Nashik,Satana,Maize,Yellow,FAQ,2026-08-15,1767,2248,2008,462
Maharashtra,Nashik,Satana,Maize,Yellow,FAQ,2026-08-14,1789,2276,2033,123
Maharashtra,Nashik,Satana,Maize,Yellow,FAQ,2026-08-13,1814,2309,2062,727
Maharashtra,Nashik,Satana,Maize,Hybrid,FAQ,2026-08-12,1800,2291,2046,693
Maharashtra,Nashik,Satana,Maize,Yellow,FAQ,2026-08-11,1835,2336,2086,112
Maharashtra,Nashik,Satana,Maize,Hybrid,FAQ,2026-08-10,1833,2334,2084,250
Maharashtra,Nashik,Satana,Maize,Hybrid,FAQ,2026-08-09,1816,2311,2064,169
Maharashtra,Nashik,Satana,Maize,Hybrid,FAQ,2026-08-08,1824,2321,2073,783
Maharashtra,Nashik,Satana,Maize,Hybrid,FAQ,2026-08-07,1819,2316,2068,385
Maharashtra,Nashik,Satana,Maize,Yellow,FAQ,2026-08-06,1796,2287,2042,501
Maharashtra,Nashik,Satana,Maize,Yellow,FAQ,2026-08-05,1753,2232,1993,455
Maharashtra,Nashik,Satana,Maize,Hybrid,FAQ,2026-08-04,1766,2247,2007,418
Maharashtra,Nashik,Satana,Maize,Yellow,FAQ,2026-08-03,1771,2254,2013,654
Maharashtra,Nashik,Satana,Maize,Yellow,FAQ,2026-08-02,1730,2201,1966,106
Maharashtra,Nashik,Satana,Maize,Hybrid,FAQ,2026-08-01,1760,2240,2000,775
Maharashtra,Nashik,Satana,Maize,Hybrid,FAQ,2026-07-31,1738,2213,1976,629
Maharashtra,Nashik,Satana,Maize,Yellow,FAQ,2026-07-30,1661,2114,1888,375
Maharashtra,Nashik,Satana,Maize,Yellow,FAQ,2026-07-29,1679,2136,1908,184
Maharashtra,Nashik,Satana,Maize,Hybrid,FAQ,2026-07-28,1659,2112,1886,514
Maharashtra,Nashik,Satana,Cotton,Medium Staple,FAQ,2026-08-26,5731,7294,6513,268
Maharashtra,Nashik,Satana,Cotton,Medium Staple,FAQ,2026-08-25,5752,7321,6537,380
Maharashtra,Nashik,Satana,Cotton,Medium Staple,FAQ,2026-08-24,5751,7320,6536,431
Maharashtra,Nashik,Satana,Cotton,Medium Staple,FAQ,2026-08-23,5797,7378,6588,503
Maharashtra,Nashik,Satana,Cotton,Medium Staple,FAQ,2026-08-22,5803,7386,6595,525
Maharashtra,Nashik,Satana,Cotton,Medium Staple,FAQ,2026-08-21,5786,7364,6575,409
Maharashtra,Nashik,Satana,Cotton,Medium Staple,FAQ,2026-08-20,5825,7414,6620,182
Maharashtra,Nashik,Satana,Cotton,Medium Staple,FAQ,2026-08-19,5853,7450,6652,152
Maharashtra,Nashik,Satana,Cotton,Medium Staple,FAQ,2026-08-18,5874,7476,6675,131
Maharashtra,Nashik,Satana,Cotton,Medium Staple,FAQ,2026-08-17,5888,7495,6692,369
Maharashtra,Nashik,Satana,Cotton,Medium Staple,FAQ,2026-08-16,5849,7444,6647,428
Maharashtra,Nashik,Satana,Cotton,Medium Staple,FAQ,2026-08-15,5906,7517,6712,199
Maharashtra,Nashik,Satana,Cotton,Medium Staple,FAQ,2026-08-14,5859,7456,6658,111
Maharashtra,Nashik,Satana,Cotton,Medium Staple,FAQ,2026-08-13,5890,7497,6694,465
Maharashtra,Nashik,Satana,Cotton,Medium Staple,FAQ,2026-08-12,5894,7501,6698,326
Maharashtra,Nashik,Satana,Cotton,Medium Staple,FAQ,2026-08-11,5918,7532,6725,439
Maharashtra,Nashik,Satana,Cotton,Medium Staple,FAQ,2026-08-10,5917,7530,6724,221
